country_code,year,records_count,institutions_count,institutions_with_student_data,institutions_with_funding_ppp_data,institutions_with_funding_eur_data,median_students_per_institution,median_funding_per_student_ppp,median_funding_per_student_eur,student_data_coverage,funding_ppp_data_coverage
NO,2018,33,33,32,30,30,4314.0,8969.59606396714,13208.273426667482,0.9696969696969697,0.9090909090909091
NO,2019,33,33,32,30,30,4710.0,9031.912750530548,13365.554881656284,0.9696969696969697,0.9090909090909091
NO,2020,34,34,32,29,29,5089.0,8481.737915386946,11872.439760809568,0.9411764705882353,0.8529411764705882
NO,2021,34,34,32,29,29,4066.0,11723.782442478525,16247.969934671097,0.9411764705882353,0.8529411764705882
NO,2022,34,34,33,29,29,3419.0,12802.468792128586,17185.235438098603,0.9705882352941176,0.8529411764705882
NO,2023,34,34,33,29,29,4290.0,11271.941273938699,14086.76940699548,0.9705882352941176,0.8529411764705882
PL,2014,282,282,281,93,93,2070.0,4385.086817107182,2583.7984123293227,0.9964539007092199,0.32978723404255317
PL,2015,281,281,279,93,93,1950.0,5214.266834755225,3059.2708305172473,0.9928825622775801,0.3309608540925267
PL,2016,274,274,272,0,0,2062.5,,,0.9927007299270073,0.0
PL,2017,248,248,241,133,133,1965.0,6795.695652300839,4050.5985783763567,0.9717741935483871,0.5362903225806451
PL,2018,245,245,241,133,133,2045.0,7651.486062467759,4629.297195823067,0.9836734693877551,0.5428571428571428
PL,2019,243,243,239,129,129,2035.0,8730.521606269085,5305.47394763693,0.9835390946502057,0.5308641975308642
PL,2020,239,239,237,134,134,2550.0,8015.558375371162,4795.822413871915,0.9916317991631799,0.5606694560669456
PL,2021,239,239,237,126,126,2595.0,8394.379703547413,5052.661947909341,0.9916317991631799,0.5271966527196653
